timestamp,open,high,low,close,volume,Dividends,Stock Splits,5日均线,10日均线,20日均线,50日均线,RSI指标,MACD,MACD信号线,MACD柱状图,布林带上轨,布林带中轨,布林带下轨,成交量10日均线,成交量20日均线,随机指标K,随机指标D,平均真实波幅,amount
2025-07-22,419.1000061035156,420.9800109863281,394.3699951171875,404.44000244140625,14554900,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,5886583791.534424
2025-07-23,399.989990234375,400.7200012207031,387.1199951171875,397.80999755859375,12433200,0.0,0.0,,,,,,-0.1487501095502921,-0.08263894975016228,-0.06611115980012983,,,,,,,,,4946051261.645508
2025-07-24,404.25,405.30999755859375,392.0,396.70001220703125,7904600,0.0,0.0,,,,,,-0.2239577438398328,-0.14055648831150264,-0.08340125552833016,,,,,,,,,3135754916.491699
2025-07-25,391.8999938964844,397.4800109863281,386.3900146484375,391.6600036621094,8643300,0.0,0.0,,,,,,-0.4346426034297224,-0.2401791560344768,-0.1944634473952456,,,,,,,,,3385234909.65271
2025-07-28,394.6199951171875,395.3900146484375,375.260009765625,379.489990234375,11270400,0.0,0.0,394.02000122070314,,,,,-1.0242481265678407,-0.47342194831593915,-0.5508261782519015,,,,,,,,,4277003985.9375
2025-07-29,383.5899963378906,384.7799987792969,365.739990234375,371.44000244140625,9334700,0.0,0.0,387.4200012207031,,,,,-1.7036507377483758,-0.806882349649651,-0.8967683880987248,,,,,,,,,3467280990.789795
2025-07-30,382.95001220703125,386.5799865722656,372.7099914550781,377.4800109863281,11100000,0.0,0.0,383.35400390625,,,,,-1.8363908947524124,-1.0674234976263706,-0.7689673971260418,,,,,,,,,4190028121.948242
2025-07-31,382.8900146484375,387.1400146484375,376.8299865722656,377.760009765625,12371200,0.0,0.0,379.5660034179688,,,,,-1.882553831434734,-1.263314645369845,-0.6192391860648891,,,,,,,,,4673344632.8125
2025-08-01,335.1400146484375,337.5799865722656,310.54998779296875,314.69000244140625,31342200,0.0,0.0,364.1720031738281,,,,,-5.015009577882324,-2.1299747870347643,-2.88503479084756,,,,,,,,,9863076994.519043
2025-08-04,319.5400085449219,324.0,311.0,318.1700134277344,12106400,0.0,0.0,351.9080078125,372.96400451660156,,,,-6.984873861057963,-3.217754006120439,-3.767119854937524,,,,13106090.0,,,,,3851893450.5615234
2025-08-05,307.1099853515625,312.8500061035156,297.20001220703125,297.989990234375,16863900,0.0,0.0,337.21800537109374,362.3190032958984,,,,-9.38547420132329,-4.567215942871895,-4.8182582584513955,,,,13336990.0,,,,,5025273396.313477
2025-08-06,297.54998779296875,304.7699890136719,293.30999755859375,303.5799865722656,15982700,0.0,0.0,322.43800048828126,352.8960021972656,,,,-10.710722696015239,-5.886583544722143,-4.824139151293096,,,,13691940.0,,,,,4852027851.38855
2025-08-07,311.2300109863281,317.94000244140625,306.9800109863281,310.7900085449219,13857200,0.0,0.0,309.04400024414065,344.3050018310547,,,,-11.144199797168028,-6.999277809315312,-4.144921987852716,,,,14287200.0,,,,,4306679306.408691
2025-08-08,311.44000244140625,313.70001220703125,301.2300109863281,310.5400085449219,9253800,0.0,0.0,308.21400146484376,336.19300231933596,,,16.24732258293109,-11.338412330416077,-7.9070279886261865,-3.43138434178989,,,,14348250.0,,13.495738367789007,,19.45857674734933,2873675131.072998
2025-08-11,322.1000061035156,333.6600036621094,318.79998779296875,319.6199951171875,14664400,0.0,0.0,308.5039978027344,330.2060028076172,,,21.37941133100088,-10.801389271884716,-8.507010244204869,-2.294379027679847,,,,14687650.0,,23.49106924874442,,19.20928955078125,4687035456.396484
2025-08-12,329.3500061035156,329.8599853515625,314.1600036621094,322.6199951171875,9947800,0.0,0.0,313.42999877929685,325.3240020751953,,,23.991706315225883,-10.076188772140426,-8.829935487320506,-1.24625328481992,,,,14748960.0,,26.169640677315847,21.052149431283095,19.093573434012278,3209359187.426758
2025-08-13,328.2099914550781,345.3900146484375,321.5299987792969,327.010009765625,15399800,0.0,0.0,318.1160034179687,320.277001953125,,,26.429017922023007,-9.126403526161482,-8.890595026478442,-0.2358084996830403,,,,15178940.0,,32.35097231739332,27.337227414484527,19.84714617047991,5035888748.388672
2025-08-14,320.489990234375,327.45001220703125,316.79998779296875,324.8900146484375,9403600,0.0,0.0,320.9360046386719,314.99000244140626,,,26.96157642563948,-8.420649261695814,-8.794881654700015,0.37423239300420086,,,,14882180.0,,30.936531938517614,29.819048311075594,19.815719604492188,3055135741.748047
2025-08-15,322.8500061035156,323.3999938964844,314.55999755859375,317.54998779296875,7881200,0.0,0.0,322.33800048828124,315.2760009765625,,,27.89121648471159,-8.246702269217565,-8.683642654662345,0.43694038544478,,,,12536080.0,,25.83393991196316,29.707148055958033,19.11572047642299,2502674963.7939453
2025-08-18,311.4800109863281,324.2900085449219,307.1099853515625,320.7300109863281,8798800,0.0,0.0,322.56000366210935,315.53200073242186,344.24800262451174,,31.247707685137215,-7.805830289782648,-8.506032475739229,0.7002021859565808,418.67926755426623,344.24800262451174,269.81673769475725,12205320.0,12655705.0,29.223071974376037,28.664514608285604,18.982864379882812,2822039220.666504
2025-08-19,320.69000244140625,322.5899963378906,301.45001220703125,302.07000732421875,10327700,0.0,0.0,318.45000610351565,315.94000244140625,339.12950286865237,,24.494369125969186,-8.606176783459716,-8.526247790653624,-0.07992899280609223,410.1328213174708,339.12950286865237,268.1261844198339,11551700.0,12444345.0,9.336041958979022,21.46435128177274,19.41143580845424,3119688414.642334
2025-08-20,304.2699890136719,306.45001220703125,291.4599914550781,304.3900146484375,8570300,0.0,0.0,313.92600708007814,316.02100524902346,334.45850372314453,,25.522139938879363,-8.96765034613594,-8.61518453912521,-0.3524658070107307,401.3819560996196,334.45850372314453,267.5350513466695,10810460.0,12251200.0,23.97555652257072,20.84489015197526,19.745720999581472,2608713742.541504
2025-08-21,301.4200134277344,305.0,297.79998779296875,300.2799987792969,5743400,0.0,0.0,309.00400390625,314.9700042724609,329.6375030517578,,42.07458820125125,-9.420903429385362,-8.777285190531053,-0.6436182388543088,391.3727256906707,329.6375030517578,267.9022804128449,9999080.0,12143140.0,16.354540202209282,16.555379561253005,15.459291730608259,1724628144.9890137
2025-08-22,300.5899963378906,322.260009765625,297.19000244140625,319.8500061035156,13029200,0.0,0.0,309.46400756835936,315.9010040283203,326.0470031738281,,50.78504241082888,-8.316360684005076,-8.684662892791446,0.36830220878636943,380.5196904291842,326.0470031738281,271.574315918472,10376620.0,12362435.0,52.642318633256735,30.990805119345577,16.321435110909597,4167389699.523926
2025-08-25,312.17999267578125,315.5899963378906,305.1000061035156,306.0,8473900,0.0,0.0,306.51800537109375,314.53900451660155,322.37250366210935,,53.97834578953655,-8.322295499617894,-8.61191457879698,0.28961907917908647,371.29831303219316,322.37250366210935,273.44669429202554,9757570.0,12222610.0,26.96087945816468,31.985912764543567,15.877149309430804,2593013400.0
2025-08-26,304.0,309.20001220703125,300.3699951171875,308.4800109863281,7745400,0.0,0.0,307.8000061035156,313.1250061035156,319.2245040893555,,52.51128454572469,-8.055246977083073,-8.500243553489707,0.44499657640663415,362.64999817083674,319.2245040893555,275.79901000787424,9537330.0,12143145.0,31.55945153264044,37.05421654135395,15.689293997628349,2389301077.093506
2025-08-27,307.2099914550781,312.4100036621094,306.69000244140625,308.9700012207031,5746300,0.0,0.0,308.71600341796875,311.3210052490234,315.7990036010742,,48.9982355992378,-7.71831996168271,-8.343479803638758,0.625159841956048,349.6226763152339,315.7990036010742,281.97533088691455,8571980.0,11875460.0,32.468018236975425,30.32944974259351,15.072150094168526,1775434318.0145264
2025-08-28,312.55999755859375,315.95001220703125,306.0,308.4700012207031,6292500,0.0,0.0,310.35400390625,309.67900390625,312.3345031738281,,48.86375819139384,-7.401399817979723,-8.154698650650785,0.7532988326710619,329.55558387324083,312.3345031738281,295.1134224744154,8260870.0,11571525.0,31.540890877494583,31.85612021570348,14.89215087890625,1941047482.6812744
2025-08-29,306.19000244140625,308.2200012207031,301.5,304.5400085449219,6611400,0.0,0.0,307.29200439453126,308.3780059814453,311.8270034790039,,41.22645445716305,-7.351354696567057,-7.993780851600943,0.6424261550338857,329.35137056318314,311.8270034790039,294.3026363948247,8133890.0,10334985.0,24.253683412942323,29.42086417580411,13.738579886300224,2013435812.4938965
2025-09-02,299.9700012207031,310.4100036621094,295.3999938964844,303.55999755859375,6814900,0.0,0.0,306.80400390625,306.6610046386719,311.09650268554685,,38.64396227636411,-7.298142092046248,-7.854480654398406,0.556338562352158,328.7252969039399,311.09650268554685,293.4677084671538,7935500.0,10070410.0,22.436493416909098,26.077022569115332,13.689296177455358,2068731027.3620605
2025-09-03,305.010009765625,308.3699951171875,301.1499938964844,302.30999755859375,5220800,0.0,0.0,305.57000122070315,306.68500366210935,311.3125030517578,,34.71157180840815,-7.263446065956828,-7.736156554197089,0.47271048824026174,328.36145555622386,311.3125030517578,294.26355054729174,7424810.0,9488255.0,30.147262704556265,25.61247984480256,12.500723702566964,1578300035.2539062
2025-09-04,301.9599914550781,307.7699890136719,300.010009765625,306.79998779296875,6211800,0.0,0.0,305.13599853515626,306.9260009765625,311.47350311279297,,39.122063580730384,-6.821802351018334,-7.553140713473622,0.731338362455288,328.2740029461152,311.47350311279297,294.6730032794707,7188960.0,8999710.0,46.725520415998155,33.10309217915451,12.29429190499442,1905780164.1723633
2025-09-05,313.8500061035156,315.739990234375,292.55999755859375,299.07000732421875,11367000,0.0,0.0,303.25599975585936,306.8050018310547,310.8875030517578,,38.939447074639084,-6.970214753907555,-7.436481580050155,0.46626682614259973,328.582173055713,310.8875030517578,293.1928330478026,7751320.0,8875200.0,23.180054546772837,33.350945889109084,13.212147303989955,3399528773.2543945
2025-09-08,301.8800048828125,306.6000061035156,297.1499938964844,302.20001220703125,8824100,0.0,0.0,302.7880004882812,305.0400024414063,310.47050323486326,,38.902866107586036,-6.772761737800465,-7.303670268264576,0.530908530464111,328.5876969521803,310.47050323486326,292.3533095175462,7330810.0,8853715.0,34.500543101048166,34.802039354606386,12.660003662109375,2666643127.7160645
2025-09-09,303.7699890136719,319.3900146484375,303.6000061035156,318.7799987792969,10361300,0.0,0.0,305.8320007324219,306.31800231933596,310.4285034179687,,60.26286125992121,-5.299366241505254,-6.902646788463152,1.6032805469578983,328.46008155897414,310.4285034179687,292.3969252769633,7519550.0,8638560.0,88.70126974847784,48.793955798766284,12.377862112862724,3302975201.3519287
2025-09-10,321.3999938964844,328.6700134277344,312.5299987792969,315.3399963378906,8664800,0.0,0.0,308.43800048828126,307.0040008544922,310.0645034790039,,56.63394029529538,-4.344518313069159,-6.390855007455807,2.046336694386648,327.33781707603237,310.0645034790039,292.79118988197547,7611490.0,8574410.0,63.08498689629352,62.09559991527317,12.460004534040179,2732358000.2685547
2025-09-11,319.0,326.0,315.5299987792969,323.95001220703125,7702700,0.0,0.0,311.8680053710938,308.502001953125,309.91150360107423,,63.598766953771985,-2.8971696345436158,-5.6919364832504895,2.7947668487068738,326.5970407517067,309.91150360107423,293.2259664504418,7807130.0,8189555.0,86.92883094317108,79.57169586264747,12.707146780831474,2495289759.0270996
2025-09-12,328.0299987792969,329.489990234375,319.79998779296875,323.0400085449219,6929400,0.0,0.0,316.66200561523436,309.95900268554686,309.8190032958984,,52.33289649643716,-1.8003321167630588,-4.913453925451432,3.1131218086883727,326.17211138779464,309.8190032958984,293.4658952040022,7870820.0,8065845.0,82.53457089450485,77.51612957798982,11.608575003487724,2238473435.2111816
2025-09-15,322.8699951171875,328.44000244140625,320.9599914550781,327.0199890136719,6896900,0.0,0.0,321.6260009765625,312.2070007324219,310.2925033569336,,67.96581194797716,-0.6182784591113091,-4.05427607677718,3.435997617665871,328.0741404106501,310.2925033569336,292.5108663032171,7899370.0,8016630.0,93.31166609647622,87.59168931138403,11.089290073939733,2255424162.2283936
2025-09-16,332.25,333.6000061035156,321.29998779296875,327.9100036621094,7434900,0.0,0.0,323.452001953125,314.6420013427734,310.65150299072263,,67.07081518597445,0.38201214086763,-3.1669004807997228,3.5489126216673528,329.5737458989537,310.65150299072263,291.7292600824916,7961370.0,7948435.0,86.13547452072763,87.32723717056956,11.337147303989955,2437978086.227417
2025-09-17,325.9599914550781,328.489990234375,311.29998779296875,320.55999755859375,8921200,0.0,0.0,324.4960021972656,316.4670013427734,311.5760025024414,,59.08734384085107,0.5973640698792337,-2.4139675050967115,3.0113315749759453,330.5396007286549,311.5760025024414,292.6124042762279,8331410.0,7878110.0,68.22610665236961,82.55774908985781,12.15643310546875,2859779850.2197266
2025-09-18,325.82000732421875,351.8900146484375,323.5199890136719,343.1300048828125,17324500,0.0,0.0,328.3320007324219,320.1000030517578,313.5130020141602,,70.18872620035872,2.493992569767954,-1.4322919784058359,3.92628454817379,336.8059332961903,313.5130020141602,290.22007073213007,9442680.0,8315820.0,85.23511336199402,79.8655648450304,13.683576311383929,5944555769.592285
2025-09-19,342.760009765625,349.70001220703125,337.6600036621094,342.4599914550781,13272100,0.0,0.0,332.21599731445315,324.4390014648437,315.6220016479492,,72.95953927261897,3.8987007191576595,-0.36602087224197993,4.264721591399639,341.3780282726639,315.6220016479492,289.8659750232345,9633190.0,8692255.0,84.10581412933112,79.18901138123158,14.045719691685267,4545163252.590942
2025-09-22,333.44000244140625,336.20001220703125,328.19000244140625,331.95001220703125,8720700,0.0,0.0,333.202001953125,327.41400146484375,316.227001953125,,65.41093212645697,4.141734368650475,0.5355792637170358,3.606155104933439,342.95143867250135,316.227001953125,289.50256523374867,9622850.0,8476830.0,66.39137586761352,78.57743445297955,13.992861066545759,2894836471.4538574
2025-09-23,333.3800048828125,335.67999267578125,317.70001220703125,320.07000732421875,8245900,0.0,0.0,331.6340026855469,327.5430023193359,316.9305023193359,,58.643182525669936,3.3643879023352383,1.101365634912748,2.2630222674224902,343.25922418399256,316.9305023193359,290.6017804546793,9411310.0,8465430.0,46.36777657415209,65.6216555236989,14.761431012834821,2639265273.3947754
2025-09-24,323.760009765625,327.32000732421875,320.760009765625,321.7699890136719,4869800,0.0,0.0,331.8760009765625,328.1860015869141,317.5950012207031,,57.48874635475936,2.849119183231551,1.4509285250654838,1.398190658166067,343.6955607157052,317.5950012207031,291.49444172570105,9031810.0,8321650.0,49.2330743994988,53.997408947088125,14.725003923688616,1566955492.4987793
2025-09-25,314.3299865722656,317.989990234375,304.3599853515625,306.69000244140625,8865300,0.0,0.0,324.58800048828124,326.4600006103516,317.48100128173826,,53.55079030013032,1.2399640419569096,1.4087344522446854,-0.16877041028777584,343.7594883083116,317.48100128173826,291.20251425516494,9148070.0,8477600.0,17.427849704608466,37.67623355941978,14.312861851283483,2718898878.643799
2025-09-26,308.5799865722656,314.239990234375,303.3999938964844,312.5899963378906,6714800,0.0,0.0,318.61400146484374,325.4149993896484,317.68700103759767,,54.71971759797469,0.42536455216514923,1.2120560861546499,-0.7866915339895006,343.7316177000622,317.68700103759767,291.64238437513313,9126610.0,8498715.0,18.952358235557337,28.537760779888192,14.412146432059151,2098979307.409668
2025-09-29,318.010009765625,334.3800048828125,316.3500061035156,333.989990234375,12066100,0.0,0.0,319.0219970703125,326.11199951171875,319.1595001220703,,56.619372249957834,1.453192102183948,1.2602841497779163,0.19290795240603176,345.4037325522023,319.1595001220703,292.9152676919383,9643530.0,8771450.0,63.08513765001533,33.15511519672703,14.740718296595983,4029956621.166992
2025-09-30,330.0,338.1000061035156,329.6600036621094,337.489990234375,6674700,0.0,0.0,322.50599365234376,327.0699981689453,320.8559997558594,327.3738018798828,59.63462262931212,2.5152708521459886,1.511285072656411,1.0039857794895775,347.24064007497304,320.8559997558594,294.47135943674573,9567510.0,8764440.0,70.30311765027966,50.780204511950764,14.190717424665179,2252644437.817383
2025-10-01,343.260009765625,349.8699951171875,340.5,346.1700134277344,8843900,0.0,0.0,327.38599853515626,329.63099975585936,323.0490005493164,326.2084020996094,59.6591911594001,3.998126014099512,2.008658939950667,1.9894670741488447,350.2223968026939,323.0490005493164,295.87560429593896,9559780.0,8945595.0,88.20375588213636,73.86400372747711,14.313574654715401,3061492981.75354
