timestamp,open,high,low,close,volume,Dividends,Stock Splits,5-day moving average,10-day moving average,20-day moving average,50-day moving average,RSI,MACD,MACD Signal,MACD Histogram,Bollinger Upper,Bollinger Middle,Bollinger Lower,Volume 10-day moving average,Volume 20-day moving average,Stochastic %K,Stochastic %D,Average True Range,amount
2025-07-23,169.52044095634585,171.25033914956657,167.96053134785282,170.77037048339844,154082200,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,26312674378.897095
2025-07-24,172.43027959809626,173.82020061413024,171.29034448608226,173.73020935058594,128984600,0.0,0.0,,,,,,0.06640664125097828,0.03689257847276571,0.02951406277821257,,,,,,,,,22408521561.001587
2025-07-25,173.60021352539138,174.71015156060187,172.9502562716434,173.49021911621094,122316800,0.0,0.0,,,,,,0.07717315899017763,0.05340101311104928,0.023772145879128348,,,,,,,,,21220768433.59375
2025-07-28,174.0101941822023,176.9900219174052,173.96019394928393,176.7400360107422,140023500,0.0,0.0,,,,,,0.19751206531219623,0.10221912022525895,0.09529294508693728,,,,,,,,,24747758432.35016
2025-07-29,177.94996552058157,179.36988356772682,175.01012896550742,175.50009155273438,154077500,0.0,0.0,174.0461853027344,,,,,0.2094040572521294,0.13410421572349504,0.07529984152863436,,,,,,,,,27040615356.21643
2025-07-30,176.50004870661488,179.87986313645385,176.03007396904806,179.25990295410156,174312200,0.0,0.0,175.744091796875,,,,,0.37338839400348434,0.19896353198032274,0.1744248620231616,,,,,,,,,31247188055.715942
2025-07-31,182.88968537366165,183.28967198380855,175.92007699286586,177.85997009277344,221685400,0.0,0.0,176.5700439453125,,,,,0.40870234388003723,0.2520428299497926,0.15665951393024463,,,,,,,,,39428958614.00452
2025-08-01,174.08017933113513,176.53003812303805,170.88036283204175,173.710205078125,204529000,0.0,0.0,176.61404113769532,,,,,0.2284480111060816,0.24637255128098215,-0.017924540174900555,,,,,,,,,35528774534.42383
2025-08-04,175.150129411279,180.18983857913796,174.5101661001552,179.98985290527344,148174600,0.0,0.0,177.26400451660157,,,,,0.41170552801807503,0.28456528912837775,0.12714023888969728,,,,,,,,,26669924458.29773
2025-08-05,179.6098628583566,180.24982614601393,175.8900714807458,178.24993896484375,156407600,0.0,0.0,177.81397399902343,175.9300796508789,,,,0.4460918198679167,0.3207566086162758,0.12533521125164088,,,,160459340.0,,,,,27879645153.637695
2025-08-06,176.32005948301483,179.88985025482887,176.2400621628547,179.40988159179688,137192300,0.0,0.0,177.8439697265625,176.79403076171874,,,,0.5264804350097734,0.36576780633837985,0.16071262867139352,,,,158770350.0,,,,,24613654298.306274
2025-08-07,181.5597693442696,183.86963665167795,178.78992126086553,180.7598114013672,151878400,0.0,0.0,178.42393798828124,177.4969909667969,,,,0.6524076187667731,0.4273260168384262,0.22508160192834692,,,,161059730.0,,,,,27453510939.941406
2025-08-08,181.5397681998595,183.2896695438941,180.3898238761652,182.689697265625,123396700,0.0,0.0,180.21983642578124,178.41693878173828,,,,0.8461598947540097,0.5159658169678447,0.33019407778616494,,,,161167720.0,,,,,22543305766.57715
2025-08-11,182.0397344504628,183.82962677132744,180.23983292857787,182.0497283935547,138323200,0.0,0.0,180.6318115234375,178.94790802001953,,,68.73747799777748,0.9431060583131625,0.6053238741533454,0.3377821841598171,,,,160997690.0,,88.56058701374181,,4.339042544268403,25181700990.527344
2025-08-12,182.94968779347354,184.46959107996432,179.4498851930147,183.14967346191406,145485700,0.0,0.0,181.61175842285155,179.7128662109375,,,69.8396861216836,1.0694574059427566,0.7015357344015595,0.36792167154119715,,,,160138510.0,,90.28703033042339,,4.462606693213822,26645658448.37799
2025-08-13,182.60969839497247,183.95962838065756,179.33989375414814,181.5797576904297,179871700,0.0,0.0,182.0457336425781,179.94485168457032,,,63.16666700793028,1.0566752393959007,0.7746207970305674,0.2820544423653333,,,,160694460.0,,78.73438184411678,85.860666396094,4.57474272862651,32661059701.36566
2025-08-14,179.73985890356857,183.0096786896392,179.44988197821397,182.00973510742188,129554000,0.0,0.0,182.29571838378905,180.35982818603514,,,64.19995167792062,1.0604227613416697,0.8330979789666735,0.2273247823749962,,,,151481320.0,,81.89848659787953,83.63996625747323,4.703307115945565,23580089222.106934
2025-08-15,181.86974661621798,181.88973450248375,178.02995160113952,180.4398193359375,156602200,0.0,0.0,181.84574279785156,181.0327896118164,,,56.53245008704761,0.9512918036059546,0.8571703939715125,0.09412140963444204,,,,146688640.0,,70.34583811157293,76.99290218452307,4.737591452023287,28257272675.61035
2025-08-18,180.58981649127065,182.92968080449612,180.5798072904055,181.99972534179688,132008000,0.0,0.0,181.8357421875,181.23377685546876,,,61.3477368995924,0.955918979065359,0.877208896242638,0.07871008282272107,,,,145071980.0,,81.82482703868763,78.02305058271337,4.604027656761803,24025419742.91992
2025-08-19,182.41970688751834,182.4897102645763,175.48011099603517,175.63009643554688,185229200,0.0,0.0,180.33182678222656,180.97179260253907,178.450936126709,,44.19198910877407,0.5327499081139422,0.8075135661687705,-0.2747636580548283,185.70010853716227,178.450936126709,171.20176371625573,147954140.0,154206740.0,34.95219534804142,62.374286832767325,4.7918724913919215,32531822258.6792
2025-08-20,175.1601234390134,175.99007848098316,168.79048741289236,175.39010620117188,215142700,0.0,0.0,179.093896484375,180.56981506347657,178.68192291259766,,45.8956451975258,0.18353514132289206,0.6815561288948083,-0.49802098757191626,185.15332349882112,178.68192291259766,172.2105223263742,155749180.0,157259765.0,42.09181167759943,52.956278021442834,4.779729354045358,37733901001.40686
