timestamp,open,high,low,close,volume,Dividends,Stock Splits,5日均线,10日均线,20日均线,RSI指标,MACD,MACD信号线,MACD柱状图,布林带上轨,布林带中轨,布林带下轨,成交量10日均线,成交量20日均线,随机指标K,随机指标D,平均真实波幅,amount
2025-09-11,51.970001220703125,57.25,51.599998474121094,53.9900016784668,4363200,0.0,0.0,52.577999877929685,55.164999389648436,60.87249965667725,31.76470847051793,-2.52681197023319,-1.9959290731173491,-0.530882897115841,75.8530208289433,60.87249965667725,45.891978484411204,3811340.0,6206905.0,25.607717648413086,23.442303761964563,4.868071147373745,235569175.32348633
2025-09-12,55.599998474121094,55.66999816894531,51.529998779296875,51.84000015258789,3425900,0.0,0.0,52.476000213623045,53.90599937438965,59.73299980163574,28.66457595940504,-2.5708863359439817,-2.1117753201107505,-0.4591110158332312,73.74295249015898,59.73299980163574,45.7230471131125,3890900.0,4758935.0,19.09814177209135,21.52391248683054,4.789285659790039,177598656.52275085
2025-09-15,51.91999816894531,52.900001525878906,50.68000030517578,51.08000183105469,2845200,0.0,0.0,52.66800079345703,53.11099967956543,58.80999984741211,32.19697779750631,-2.626222576085304,-2.215275729888282,-0.41094684619702226,72.52885128629919,58.80999984741211,45.09114840852504,3811120.0,4444880.0,17.41023164841195,20.705363689638798,4.532142911638532,145332821.2097168
2025-09-16,51.2599983215332,51.70000076293945,48.52000045776367,51.36000061035156,3907000,0.0,0.0,52.17800064086914,52.0439998626709,58.20949993133545,31.118526074984914,-2.6189540833123175,-2.2963944730067243,-0.3225596103055932,72.13773401147759,58.20949993133545,44.28126585119332,3915740.0,4189010.0,18.94392893075296,18.484100783752087,4.553571428571429,200663522.38464355
2025-09-17,51.65999984741211,54.900001525878906,51.560001373291016,54.349998474121094,6627800,0.0,0.0,52.524000549316405,52.052999877929686,57.951499938964844,37.92325121226887,-2.3746859092258603,-2.3121121399172773,-0.06257376930858305,71.96917879421514,57.951499938964844,43.93382108371455,3923550.0,4195370.0,37.24811631467279,24.534092297945904,4.520000185285296,360220919.8867798
2025-09-18,59.97999954223633,66.4800033569336,57.12200164794922,65.61000061035156,12512000,0.0,0.0,54.84800033569336,53.71300010681152,58.0875,51.164167443204825,-1.3660679185466904,-2.1223297134545103,0.7562617949078199,72.35742942629707,58.0875,43.81757057370292,4615500.0,4550795.0,95.32256645417165,50.50487056653247,5.089286259242466,820912327.6367188
2025-09-19,63.20000076293945,69.9000015258789,62.79999923706055,69.18000030517578,7042100,0.0,0.0,58.316000366210936,55.39600028991699,58.0564998626709,60.38894601606655,-0.31120047973367804,-1.759225935645959,1.448025455912281,72.22160392948331,58.0564998626709,43.891395795858486,4879320.0,4500815.0,96.73023975597025,76.4336408416049,5.195000784737723,487172480.14907837
2025-09-22,67.23999786376953,69.08999633789062,63.439998626708984,69.08999633789062,6283000,0.0,0.0,61.917999267578125,57.293000030517575,57.96999969482422,57.68393122652039,0.5085029420192555,-1.3048011747905637,1.8133041168098192,71.82465723382934,57.96999969482422,44.11534215581909,5219120.0,4447865.0,96.32150240168276,96.12476953727487,5.290715081351144,434092446.9909668
2025-09-23,69.5,74.9800033569336,68.16999816894531,69.48999786376953,6439100,0.0,0.0,65.54399871826172,58.86099967956543,58.185499572753905,69.74331753157014,1.1709835494531973,-0.8088768241792136,1.9798603736324107,72.63371737432855,58.185499572753905,43.737281771179255,5560620.0,4573925.0,79.74167885797827,90.93114033854376,5.1328582763671875,447453045.2445984
2025-09-24,70.0,70.25,66.3499984741211,67.58999633789062,4036700,0.0,0.0,68.19199829101562,60.35799942016602,58.260999298095705,76.37704618847219,1.5365690229377122,-0.33920623072291406,1.8757752536606263,72.89746873236827,58.260999298095705,43.62452986382314,5748200.0,4675145.0,72.73060370887077,82.93126165617727,4.985001427786691,272840538.2171631
2025-09-25,64.4000015258789,65.55000305175781,61.02000045776367,61.83000183105469,4626900,0.0,0.0,67.43599853515624,61.14199943542481,58.15349941253662,62.59298829585424,1.383029132987872,0.005582304045063684,1.3774468289428081,72.64396320161099,58.15349941253662,43.66303562346225,5774570.0,4792955.0,50.30234283802201,67.59154180162369,5.124286924089704,286081235.47210693
2025-09-26,61.849998474121094,63.209999084472656,59.70000076293945,62.59000015258789,4136100,0.0,0.0,66.11799850463868,62.2169994354248,58.061499404907224,67.23804150077781,1.303006204896782,0.26527283224912696,1.0377333726476552,72.40681306653542,58.061499404907224,43.716185743279034,5845590.0,4868245.0,53.17459619502011,58.73584758063763,5.15571539742606,258878499.63111877
2025-09-29,63.630001068115234,64.08999633789062,61.310001373291016,62.29999923706055,3996600,0.0,0.0,64.75999908447265,63.33899917602539,58.22499942779541,62.953916321128325,1.2039315611025003,0.4531236426160591,0.7508079184864412,72.69082382716869,58.22499942779541,43.759175028422135,5960730.0,4885925.0,52.07859890192668,51.851845978322935,5.0414292471749445,248988176.95083618
2025-09-30,61.93000030517578,65.4000015258789,61.93000030517578,63.61000061035156,3682600,0.0,0.0,63.58399963378906,64.56399917602539,58.303999519348146,66.70720676155895,1.2101246255271576,0.6046006471645734,0.6055239783625842,72.87419806050193,58.303999519348146,43.733800978194374,5938290.0,4927015.0,57.02947278611704,54.09422262768794,5.05285780770438,234250188.24768066
2025-10-01,63.900001525878906,64.75,60.779998779296875,60.810001373291016,4335700,0.0,0.0,62.22800064086914,65.20999946594239,58.631499671936034,59.935897079644704,0.9914564873801908,0.6820032134187597,0.3094532739614311,73.11315215736282,58.631499671936034,44.14984718650925,5709080.0,4816315.0,46.44746624692507,51.85184597832293,4.93285778590611,263653922.95417786
2025-10-02,61.70500183105469,67.97000122070312,61.18000030517578,67.91000366210938,6375400,0.0,0.0,63.444001007080075,65.43999977111817,59.576499938964844,70.46091586732392,1.342916406490751,0.8142287616768354,0.5286876448139156,73.88011425462014,59.576499938964844,45.27288562330955,5095420.0,4855460.0,73.28042736138168,58.9191221314746,5.148572104317801,432953437.3474121
2025-10-03,68.08000183105469,69.27999877929688,64.52999877929688,64.80999755859375,4661100,0.0,0.0,63.88800048828125,65.00299949645996,60.199499893188474,66.49842947450333,1.368291897227003,0.9250701648603463,0.44322173236665674,74.26119225136769,60.199499893188474,46.13780753500926,4857320.0,4868320.0,61.56460814802523,60.43083391877733,5.329286302839007,302085879.6203613
2025-10-06,67.5,69.19999694824219,65.56999969482422,68.79000091552734,4326400,0.0,0.0,65.18600082397461,64.97299995422364,61.13299999237061,69.23415953933355,1.674260002799862,1.0749392590413256,0.5993207437585364,74.85194641017108,61.13299999237061,47.41405357457013,4661660.0,4940390.0,73.56959044781642,69.47154198574111,5.415714808872768,297613059.9609375
2025-10-07,69.0999984741211,69.29000091552734,63.70000076293945,65.0999984741211,4182100,0.0,0.0,65.48400039672852,64.53400001525878,61.69749984741211,61.68223857394548,1.613581155038709,1.182685540662549,0.43089561437616,75.07251699700161,61.69749984741211,48.32248269782261,4435960.0,4998290.0,44.67463356864916,59.93627738816361,5.562143325805664,272254703.6186218
2025-10-08,65.0,67.61000061035156,63.22999954223633,67.41000366210938,2692000,0.0,0.0,66.80400085449219,64.51600074768066,62.43700008392334,52.42849711098087,1.7240284687609702,1.2909685195589347,0.4330599492020355,75.32540460554574,62.43700008392334,49.548595562300925,4301490.0,5024845.0,50.458125590897254,56.23411653578762,5.008571624755859,181467729.85839844
2025-10-09,66.44999694824219,70.5,64.37999725341797,66.70999908447266,4658400,0.0,0.0,66.56399993896484,65.00400047302246,63.07299995422363,46.38783359051001,1.737061046811185,1.380196513357174,0.3568645334540108,75.45162273692625,63.07299995422363,50.69437717152101,4304640.0,5039605.0,45.876944577800714,47.00323457911571,4.938571657453265,310761859.7351074
2025-10-10,66.5,68.0,60.25,60.40999984741211,4948500,0.0,0.0,65.68400039672852,64.78600044250489,63.50149993896484,39.2574355635169,1.2430856520992535,1.3527720080866987,-0.10968635598744525,74.78803569734784,63.50149993896484,52.21496418058184,4385880.0,5115735.0,4.646590078143861,33.66055341561395,5.0821429661342075,298938884.2449188
2025-10-13,61.43000030517578,62.09000015258789,58.04999923706055,59.54999923706055,3295400,0.0,0.0,63.83600006103516,64.51100044250488,63.92499980926514,37.83652246912557,0.7758009621675654,1.23736994504544,-0.4615689828778746,73.79592121369899,63.92499980926514,54.054078404831294,4315760.0,5138245.0,12.048192032767789,20.85724222957079,4.884285518101284,196241067.48580933
2025-10-14,57.849998474121094,60.15999984741211,57.28200149536133,59.310001373291016,2003600,0.0,0.0,62.67800064086914,64.08100051879883,64.3224998474121,39.43878624946222,0.3824880556681478,1.0663842578236844,-0.6838962021555366,72.56967549931329,64.3224998474121,56.07532419551091,4147860.0,5043075.0,15.342715292470258,10.679165801127306,4.811285291399274,118833518.75152588
2025-10-15,59.97999954223633,60.0,57.599998474121094,58.650001525878906,4772800,0.0,0.0,60.92600021362305,63.865000534057614,64.5375,45.33724587531921,0.01900458424579199,0.8568991987469237,-0.8378946145011317,71.86269095297692,64.5375,57.212309047023076,4191570.0,4950325.0,10.349524778940607,12.580144034726223,4.5134285518101285,279924727.28271484
2025-10-16,58.939998626708984,60.52000045776367,57.130001068115234,57.54999923706055,2489900,0.0,0.0,59.094000244140624,62.829000091552736,64.13449993133545,42.682930881590956,-0.3512445940531279,0.6152620203601232,-0.9665066144132511,72.07247309315618,64.13449993133545,56.19652676951474,3803020.0,4449220.0,3.1413478122552507,9.611195961222043,4.504857199532645,143293743.10035706
2025-10-17,55.79999923706055,58.349998474121094,55.599998474121094,57.06999969482422,2738100,0.0,0.0,58.42600021362305,62.05500030517578,63.52899990081787,42.448749748431744,-0.6745145244218023,0.35729952045876184,-1.0318140448805642,71.69080722053111,63.52899990081787,55.367192581104625,3610720.0,4234020.0,9.86577899438446,7.785550528526777,4.502714702061245,156263366.1643982
2025-10-20,57.5,60.143001556396484,57.18000030517578,58.7599983215332,1834400,0.0,0.0,58.26800003051758,61.05200004577637,63.0125,43.073408525282076,-0.7882627556184474,0.12818195575088898,-0.9164447113693364,70.99807872112736,63.0125,55.02692127887265,3361520.0,4011590.0,21.208050495321746,11.405059100653824,4.474357604980469,107789340.92102051
2025-10-21,58.0,58.34000015258789,55.209999084472656,57.27000045776367,1903500,0.0,0.0,57.85999984741211,60.26900024414063,62.401500129699706,44.747776213916325,-0.9846576306775603,-0.09438993234997277,-0.8902676983275876,70.16723968191623,62.401500129699706,54.635760577483175,3133660.0,3784810.0,13.472866252081367,14.848898580595863,4.4443574632917136,109013445.87135315
