Datetime,开盘价,最高价,最低价,收盘价,成交量,Dividends,Stock Splits,5个5分钟均线,10个5分钟均线,20个5分钟均线,50个5分钟均线,RSI指标,MACD,MACD信号线,MACD柱状图,布林带上轨,布林带中轨,布林带下轨,成交量10个5分钟均线,成交量20个5分钟均线,随机指标K,随机指标D,平均真实波幅
2025-09-22 14:00:00-04:00,254.10000610351562,254.4550018310547,254.02000427246094,254.3843994140625,499371,0.0,0.0,254.28072204589844,254.3889190673828,254.11202011108398,254.32174976055438,57.38626253683475,0.040138684212251974,0.050364245995984006,-0.010225561783732032,254.81559046639916,254.11202011108398,253.4084497557688,490501.6,633834.9,60.87297579007318,53.22619203020946,0.4787259783063616
2025-09-22 14:05:00-04:00,254.38999938964844,254.64999389648438,254.30999755859375,254.60000610351562,379935,0.0,0.0,254.28472290039062,254.4149200439453,254.1560203552246,254.26586151123047,55.75806182724238,0.06102130010592077,0.05249566479255583,0.008525635313364942,254.8663997204236,254.1560203552246,253.4456409900256,472077.1,601385.2,76.05656504873147,60.65909578153523,0.4662257603236607
2025-09-22 14:10:00-04:00,254.60000610351562,254.8300018310547,254.47999572753906,254.76499938964844,378272,0.0,0.0,254.4177215576172,254.46266021728516,254.20327529907226,254.24913083589993,69.73151684432537,0.0896925772121051,0.05993506954375984,0.029757507668345264,254.94457612207017,254.20327529907226,253.46197447607435,464812.9,561994.2,87.03686958880576,74.6554701425368,0.4297975812639509
2025-09-22 14:15:00-04:00,254.7613983154297,254.92990112304688,254.72999572753906,254.72999572753906,387450,0.0,0.0,254.51722106933593,254.47637023925782,254.2547752380371,254.23951545128455,63.352953605602345,0.10836597164342265,0.06962127315754216,0.0387446984858805,254.99196096203642,254.2547752380371,253.51758951403778,433943.4,535249.25,79.80721265295344,80.96688243016357,0.3962195260184152
2025-09-22 14:20:00-04:00,254.72000122070312,254.7899932861328,254.61000061035156,254.63999938964844,288368,0.0,0.0,254.6238800048828,254.48587036132812,254.29435501098632,254.20778479942908,62.24701639499846,0.11464906250853346,0.07862684827899508,0.036022214229538385,255.02464436956015,254.29435501098632,253.5640656524125,416399.7,508538.6,71.15378972387687,79.33262398854536,0.38764735630580355
2025-09-22 14:25:00-04:00,254.64199829101562,255.25999450683594,254.63499450683594,255.24000549316406,614327,0.0,0.0,254.7950012207031,254.5378616333008,254.38035507202147,254.2386697622446,65.83206729762665,0.16568711560057636,0.09603892842724651,0.06964818717332985,255.13149422902816,254.38035507202147,253.62921591501478,424686.9,505966.4,98.53022024256975,83.16374087313336,0.4044407435825893
2025-09-22 14:30:00-04:00,255.2449951171875,255.2449951171875,254.7346954345703,254.91000366210938,503815,0.0,0.0,254.85700073242188,254.57086181640625,254.43260498046874,254.27405430720404,59.974568396341766,0.177677359726232,0.11236663470475325,0.06531072502147875,255.17816574286877,254.43260498046874,253.6870442180687,419813.5,501891.7,74.26539061360499,81.3164668600172,0.42732020786830355
2025-09-22 14:35:00-04:00,254.9199981689453,255.625,254.90870666503906,255.57000732421875,749320,0.0,0.0,255.01800231933595,254.71786193847657,254.50060501098633,254.34520838810846,64.06049640780623,0.2372786226372341,0.1373490567939377,0.0999295658432964,255.3940893859931,254.50060501098633,253.60712063597956,441944.3,505569.4,96.81203007518798,89.86921364378759,0.4216275896344866
2025-09-22 14:40:00-04:00,255.5800018310547,255.7666015625,255.3000030517578,255.38999938964844,843481,0.0,0.0,255.1500030517578,254.83361206054687,254.58995513916017,254.40559680645282,61.714063306455024,0.26700781540017715,0.163280828862232,0.10372698653794515,255.4626576638762,254.58995513916017,253.71725261444413,492484.1,512878.2,79.82424589225865,83.63388886035055,0.43495614188058035
2025-09-22 14:45:00-04:00,255.38499450683594,255.69000244140625,255.3699951171875,255.64999389648438,529175,0.0,0.0,255.352001953125,254.9879409790039,254.66970520019532,254.48059668907752,62.59454901669022,0.3078519978098484,0.1921950808015254,0.115656917008323,255.62424470826025,254.66970520019532,253.7151656921304,517351.4,506435.7,93.75296329600262,90.12974642114973,0.41924285888671875
