timestamp,open,high,low,close,volume,Dividends,Stock Splits,5-day moving average,10-day moving average,20-day moving average,50-day moving average,RSI,MACD,MACD Signal,MACD Histogram,Bollinger Upper,Bollinger Middle,Bollinger Lower,Volume 10-day moving average,Volume 20-day moving average,Stochastic %K,Stochastic %D,Average True Range,amount
2025-07-23,156.32000732421875,159.4499969482422,156.0,158.64999389648438,41510900,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,6585704031.637573
2025-07-24,159.1199951171875,163.92999267578125,158.36000061035156,162.1199951171875,48440100,0.0,0.0,,,,,,0.07785259149011381,0.04325143971672989,0.034601151773383916,,,,,,,,,7853108775.476074
2025-07-25,163.50999450683594,167.17999267578125,162.36000061035156,166.47000122070312,53432300,0.0,0.0,,,,,,0.23409308325278744,0.1214652280511797,0.11262785520160774,,,,,,,,,8894875046.224976
2025-07-28,169.0800018310547,174.6999969482422,168.6699981689453,173.66000366210938,68267800,0.0,0.0,,,,,,0.5590095942672235,0.269684864303227,0.2893247299639965,,,,,,,,,11855386398.00415
2025-07-29,175.2100067138672,182.30999755859375,174.67999267578125,177.44000244140625,108154800,0.0,0.0,167.66799926757812,,,,,0.8742106580956204,0.44951762066698037,0.42469303742864,,,,,,,,,19190987976.049805
2025-07-30,175.61000061035156,180.3699951171875,173.8000030517578,179.50999450683594,64820300,0.0,0.0,171.83999938964843,,,,,1.1357710624731396,0.635530458349715,0.5002406041234246,,,,,,,,,11635891696.931458
2025-07-31,182.02000427246094,182.5,173.0,176.30999755859375,71765300,0.0,0.0,174.6779998779297,,,,,1.138983782531568,0.7629410637876161,0.376042718743952,,,,,,,,,12652939867.791748
2025-08-01,170.16000366210938,174.39999389648438,166.82000732421875,171.6999969482422,75396100,0.0,0.0,175.7239990234375,,,,,0.9035739177642768,0.7967377831996129,0.1068361345646639,,,,,,,,,12945510139.909363
2025-08-04,174.61000061035156,177.86000061035156,173.55999755859375,176.77999877929688,52951000,0.0,0.0,176.347998046875,,,,,0.9788461325832998,0.8388057153514246,0.1400404172318752,,,,,,,,,9360677715.362549
2025-08-05,177.57000732421875,177.99000549316406,171.8000030517578,174.30999755859375,88808500,0.0,0.0,175.7219970703125,171.69499816894532,,,,0.890772979399344,0.8504493991936967,0.0403235802056473,,,,67354710.0,,,,,15480209418.182373
2025-08-06,165.0500030517578,166.17999267578125,157.8000030517578,163.1199951171875,133641800,0.0,0.0,172.44399719238282,172.14199829101562,,,,0.2184837867628744,0.7121789342049442,-0.49369514744206977,,,,76567800.0,,,,,21799649763.45215
